Empresa;Empresa|Sku;Produto;Descrição;Status Compras;Categoria;Marca;Comprador;Pareto;Meta;Full;St.Oportunidades;Vlr. Custo ($);Vlr. Venda ($);Vlr Ticket ($);Acum Meta (Q);Acum Realizado (Q);Acum Meta ($);Acum Realizado (C$);Acum Realizado ($);CMV Total ($);Lucro Bruto ($);Impostos ($);Impostos (%);Margem  (%);Meta Atual (Q);Meta Atual (C$);Meta Atual ($);Meta - Realizado (Q);Meta %;Meta St.;Meta Ating St. ; Necess. (Q) Atual.;Necess. (C$) Atual.;Necess. ($) Atual.;Reprojeção (Q);Reprojeção (C$);Reprojeção ($);Necess. (Q) Atual Rep;Necess. (C$) Atual Rep;Necess. ($) Atual Rep;Reprojeção x Meta (Q); Desvio Abaixo ($); Desvio Acima ($);Reprojeção - Realizado (Q);Nivel Estoque Rep %;Nivel Estoque Rep % St.  ;Estoque L1 (Q);Estoque L1 (C$);Estoque L1 ($);Estoque Bling (Q);Estoque Blin Ajust. (Q);Estoque Bling (C$);Estoque Bling ($);Estoque Full (Q);Estoque Full (C$);Estoque Full ($);Estoque Total (Q);Estoque Mínimo (Q);Est. Total x Est. Mínimo (Q);Estoque Total (C$);Estoque Total ($);Estoque Meta (Q);Estoque Meta (C$);Estoque Meta ($);Nivel Estoque %;Nivel Estoque St.;Nivel Estoque St. %;Reprojeção x Estoque (Q);Reprojeção x Estoque (C$);Reprojeção x Estoque ($);Reprojeção x Estoque Nec. (Q);Reprojeção x Estoque Nec. (C$);Reprojeção x Estoque Nec. ($);Pedidos Pendentes (Q);Pedidos Pendentes (C$);Pedidos Pendentes ($);999 Estoque (Q);999 Ped. Pendente (Q);999 Estoque + Ped Pendente (Q);999 Demanda Lojas 30d (Q);999 Disponível (Q);999 Disponível (C$);999 Disponível ($);Estoque Total + Ped. Pendente (Q);Estoque Total + Ped. Pendente (C$);Estoque Total + Ped. Pendente ($);Estoque Futuro 1 (Q);Estoque Futuro 1  (C$);Estoque Futuro 1  ($);Estoque Meta Seg (Q);Estoque Meta Seg (C$);Estoque Meta Seg ($);Meta Seguinte (Q) ;Meta Seguinte (C$) ;Meta Seguinte ($) ;Meta Seg. Nec (Q);Meta Seg. Nec (C$);Meta Seg. Nec ($);Estoque Futuro 2 (Q);Estoque Futuro 2 (C$);Estoque Futuro 2 ($);Leadtime Médio (Dias);Ped. Pendente [Dig] (Q);Ped. Pendente [Dig] ($);Data Pedido [Dig];Previsão Entrega [Dig];Ped. Pendente [999] (Q);Ped. Pendente [999] (C$);Data Pedido [999];Previsão Entrega [999];Faturado XML Central (Q);Sku + Descrição;Calc. Venda diária;Calc. Dias Estoque;Calc. Estoque Atual.;Calc. St Dias Estoque;Calc. Status Meta x Status Estoque;Calc. Validar Saúde;Calc. Formatado;Calc. Estoque T.  Produto;Calc. Total meta;Calc. Valid;Calc. Validar;Prop % 1_15;Compras >15; Est1 ; Valid Nec ;Calc; Valid2 ;Fut s/full;Exportar;Peso Liq Unit;Ação Shopee
1 ;1|29784;29784;PATÊ PET DELÍCIA CÃES ADULTOS VEGGIE 320G;ATIVO;ALIMENTAÇÃO;PET DELÍCIA;Yasmin;Não;Não;Não;OK;14,34 ;22,99 ;20,36 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;12 ;0 ;12;6;6;90;128;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;12;0;0;;;0;0;;;0 ;29784 - PATÊ PET DELÍCIA CÃES ADULTOS VEGGIE 320G;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;93,33%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                               0 ;                                               -   
1 ;1|22369;22369;OTOLIN 15ML;ATIVO;FARMÁCIA;UCBVET;Gelder;Não;Não;Não;OK;30,78 ;55,99 ;45,70 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;37 ;0 ;37;24;13;391;580;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;2;0;0;;;0;0;;;0 ;22369 - OTOLIN 15ML;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;75,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                              -   ;                                               -   
1 ;1|32011;32011;RAÇÃO QUATREE LIFE GATOS CASTRADOS FRANGO 3KG;ATIVO;ALIMENTAÇÃO;QUATREE;Yasmin;Não;Não;Não;OK;49,59 ;84,99 ;80,42 ;0 ;2 ;0 ;99 ;161 ;99 ;62 ;0 ;0,00%;38,3%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;4 ;175 ;284 ;0 ;0 ;0 ;2 ;0 ;161 ;2 ;131%;Acima de 100%;2 ;99 ;161 ;2 ;2 ;99 ;161 ;0 ;0 ;0 ;2 ;2 ;0 ;99 ;161 ;0;0;0;131%;Meta Cumprida;Acima de 100%;4 ;175 ;284 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;30;0;0;0;2;99;161;0;23;38;0;23;38;10 ;496 ;804 ;10 ;473 ;766 ;0 ;0 ;0 ;10;0;0;;;0;0;;;0 ;32011 - RAÇÃO QUATREE LIFE GATOS CASTRADOS FRANGO 3KG;                                                   0,12 ;                                                           17 ;                                                                  2 ;Sem Excesso;Sem meta|Meta Cumprida;OK;OK;0 ;0 ;0;1;82,35%;                                               -   ;                            -   ;                                         -   ;2;                                 2 ;                                     0 ; Sim ;                                               3 ;                                               -   
1 ;1|17428;17428;RAÇÃO GUABI NATURAL CÃES FILHOTES PEQUENOS FRANGO E ARROZ INTEGRAL 2,5KG;ATIVO;ALIMENTAÇÃO;GUABI NATURAL;Yasmin;Não;Não;Não;OK;58,37 ;109,90 ;97,29 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;7;0;0;0;0;0;0;0;0;0;0;0;0;10 ;584 ;973 ;10 ;584 ;973 ;0 ;0 ;0 ;4;0;0;;;0;0;;;0 ;17428 - RAÇÃO GUABI NATURAL CÃES FILHOTES PEQUENOS FRANGO E ARROZ INTEGRAL 2,5KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;80,00%;                                               -   ;                            -   ;                                         -   ;2;                                 0 ;                                    -   ; Sim ;                                               3 ;                                               -   
1 ;1|31480;31480;OSSO LL PET METADE FÊMUR SUINO SHIRINK;ATIVO;ALIMENTAÇÃO;LL PET;Yasmin;Não;Não;Não;OK;1,80 ;4,99 ;5,39 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;5 ;5 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;3 ;0 ;3;45;0;0;0;0;0;0;0;0;0;0;0;0;11 ;20 ;59 ;11 ;20 ;59 ;0 ;0 ;0 ;16;0;0;;;0;0;;;0 ;31480 - OSSO LL PET METADE FÊMUR SUINO SHIRINK;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;88,24%;                                               -   ;                            -   ;                                         -   ;2;                                 5 ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|17123;17123;RAÇÃO PREMIER SELEÇÃO NATURAL CÃES FILHOTES PEQUENOS FRANGO E BATATA DOCE 1KG;ATIVO;ALIMENTAÇÃO;PREMIER;Gelder;Não;Não;Não;OK;25,24 ;47,50 ;41,75 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;17123 - RAÇÃO PREMIER SELEÇÃO NATURAL CÃES FILHOTES PEQUENOS FRANGO E BATATA DOCE 1KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;100,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                               1 ;                                               -   
1 ;1|13242;13242;RAÇÃO NUTRÓPICA PORQUINHO DA ÍNDIA 500G;ATIVO;ALIMENTAÇÃO;NUTRÓPICA;Yasmin;Não;Não;Não;OK;31,64 ;47,99 ;50,81 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;12 ;12;8;4;123;198;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;7;0;0;;;12;380;09/06/2026;16/06/2026;0 ;13242 - RAÇÃO NUTRÓPICA PORQUINHO DA ÍNDIA 500G;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;100,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                               1 ;                                               -   
1 ;1|15953;15953;ERITRÓS DOG TABS 18G 30 COMPRIMIDOS;ATIVO;FARMÁCIA;ORGANNACT;Gelder;Não;Não;Não;OK;49,43 ;106,99 ;83,75 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;16 ;29 ;45;32;13;653;1.106;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;6;0;0;;;29;1.434;03/06/2026;09/06/2026;0 ;15953 - ERITRÓS DOG TABS 18G 30 COMPRIMIDOS;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                              -   ;                                               -   
1 ;1|1317;1317;RAÇÃO ORIGENS GATOS FILHOTES FRANGO E CEREAIS 1KG;ATIVO;ALIMENTAÇÃO;ORIGENS;Yasmin;Não;Não;Não;OK;14,71 ;30,90 ;29,27 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;37;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;10;0;0;;;0;0;;;0 ;1317 - RAÇÃO ORIGENS GATOS FILHOTES FRANGO E CEREAIS 1KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;50,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                               1 ;                                               -   
1 ;1|17111;17111;RAÇÃO GOLDEN FÓRMULA CÃES ADULTOS SALMÃO E ARROZ MINI BITS 15KG;ATIVO;ALIMENTAÇÃO;GOLDEN;Gelder;Não;Não;Não;OK;106,61 ;188,90 ;188,90 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;1;18;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;17111 - RAÇÃO GOLDEN FÓRMULA CÃES ADULTOS SALMÃO E ARROZ MINI BITS 15KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;100,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                           15 ;                                               -   
995 ;995|12899;12899;RAÇÃO GOLDEN GATOS ADULTOS CASTRADOS SÊNIOR 3KG;ATIVO;ALIMENTAÇÃO;GOLDEN;Gelder;Não;Não;Sim;Compras;41,22 ;76,90 ;67,13 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;2 ;2 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;17 ;701 ;1.141 ;17 ;701 ;1.141 ;0 ;0 ;0 ;7;0;0;;;0;0;;;0 ;12899 - RAÇÃO GOLDEN GATOS ADULTOS CASTRADOS SÊNIOR 3KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;Compras;Compras;5 ;42 ;2;2;89,66%;                                               -   ;                            -   ;                                      37 ;2;                                 2 ;                                    -   ; Sim ;                                               3 ;                                               -   
1 ;1|18673;18673;FRALDA DESCARTÁVEL SUPER SECÃO FÊMEA PETIX 12 UNIDADES G;ATIVO;HIGIENE E LIMPEZA;SUPERSECÃO;Yasmin;Não;Não;Não;OK;23,26 ;53,99 ;40,29 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;6 ;6 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;33 ;0 ;33;15;18;426;737;0;0;0;0;0;0;0;0;0;21 ;488 ;846 ;21 ;488 ;846 ;0 ;0 ;0 ;12;0;0;;;0;0;;;0 ;18673 - FRALDA DESCARTÁVEL SUPER SECÃO FÊMEA PETIX 12 UNIDADES G;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;82,05%;                                               -   ;                            -   ;                                         -   ;2;                                 6 ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|1001;1001;RAÇÃO GRAN PLUS MENU CÃES SÊNIOR MÍNIS E PEQUENOS FRANGO E ARROZ 3KG;ATIVO;ALIMENTAÇÃO;GRAN PLUS;Yasmin;Não;Não;Não;OK;36,23 ;64,90 ;58,48 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;29;0;0;0;0;0;0;0;0;0;0;0;0;10 ;362 ;585 ;10 ;362 ;585 ;0 ;0 ;0 ;4;0;0;;;0;0;;;0 ;1001 - RAÇÃO GRAN PLUS MENU CÃES SÊNIOR MÍNIS E PEQUENOS FRANGO E ARROZ 3KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;84,62%;                                               -   ;                            -   ;                                         -   ;2;                                 0 ;                                    -   ; Sim ;                                               3 ;                                               -   
1 ;1|29012;29012;D - RAÇÃO QUATREE SUPREME CÃES FILHOTES PEQUENOS FRANGO E BATATA DOCE 3KG;INATIVO;ALIMENTAÇÃO;QUATREE;Yasmin;Não;Não;Não;OK;51,67 ;94,99 ;76,15 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;20;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;10;0;0;;;0;0;;;0 ;29012 - D - RAÇÃO QUATREE SUPREME CÃES FILHOTES PEQUENOS FRANGO E BATATA DOCE 3KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;81,25%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                               3 ;                                               -   
1 ;1|32375;32375;RAÇÃO BIONATURAL PRIME CÃES RAÇAS MÉDIAS E GRANDES ADULTOS FRANGO 15KG;ATIVO;ALIMENTAÇÃO;BIONATURAL;Yasmin;Não;Não;Não;OK;141,85 ;259,99 ;195,16 ;0 ;1 ;0 ;142 ;195 ;142 ;35 ;18 ;9,25%;19,9%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;2 ;250 ;344 ;1 ;108 ;149 ;1 ;0 ;195 ;1 ;0%;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;3 ;3 ;0 ;0 ;0;0;0;0%;Estoque Zerado;0% a 10%;1 ;142 ;195 ;1 ;108 ;149 ;0 ;0 ;0 ;11 ;0 ;11;67;0;0;0;0;0;0;0;0;0;0;0;0;10 ;1.419 ;1.952 ;10 ;1.419 ;1.952 ;0 ;0 ;0 ;11;0;0;;;0;0;;;0 ;32375 - RAÇÃO BIONATURAL PRIME CÃES RAÇAS MÉDIAS E GRANDES ADULTOS FRANGO 15KG;                                                   0,06 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;-1 ;0 ;0;2;76,47%;                                               -   ;                            -   ;                                         -   ;2;                                 3 ;                                    -   ; Sim ;                                           15 ;                                               -   
1 ;1|24874;24874;COOKIE GOLDEN CÃES ADULTOS PEQUENOS ORIGINAL 350G;ATIVO;ALIMENTAÇÃO;GOLDEN;Gelder;Não;Não;Não;OK;7,36 ;17,90 ;19,77 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;3 ;3 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;10 ;10;43;0;0;0;0;0;0;0;0;0;0;0;0;19 ;140 ;376 ;19 ;140 ;376 ;0 ;0 ;0 ;7;0;0;;;10;74;15/06/2026;22/06/2026;0 ;24874 - COOKIE GOLDEN CÃES ADULTOS PEQUENOS ORIGINAL 350G;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;75,68%;                                               -   ;                            -   ;                                         -   ;2;                                 3 ;                                    -   ; Sim ;                                               0 ;                                               -   
1 ;1|26374;26374;RAÇÃO ORIGENS CÃES ADULTOS CARNE E CEREAIS 3KG;ATIVO;ALIMENTAÇÃO;ORIGENS;Yasmin;Não;Não;Não;OK;33,04 ;59,90 ;55,85 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;2 ;2 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;20;0;0;0;0;0;0;0;0;0;0;0;0;10 ;330 ;559 ;10 ;330 ;559 ;0 ;0 ;0 ;10;0;0;;;0;0;;;0 ;26374 - RAÇÃO ORIGENS CÃES ADULTOS CARNE E CEREAIS 3KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;90,00%;                                               -   ;                            -   ;                                         -   ;2;                                 2 ;                                    -   ; Sim ;                                               3 ;                                               -   
995 ;995|30095;30095;AREIA HIGIÊNICA BIODEGRADÁVEL GREAT PETS FINA 3,8KG;ATIVO;HIGIENE E LIMPEZA;GREAT PETS;Yasmin;Sim;Não;Sim;Logística;31,82 ;62,99 ;60,19 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;5 ;5 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16 ;509 ;963 ;16 ;509 ;963 ;0 ;0 ;0 ;13;0;0;;;0;0;;;0 ;30095 - AREIA HIGIÊNICA BIODEGRADÁVEL GREAT PETS FINA 3,8KG;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;Logística;Compras;25 ;1 ;1;2;79,07%;                                               -   ;                         18 ;                                         5 ;1;                                 5 ;                                    -   ; Sim ;                                               4 ;                                               -   
1 ;1|29199;29199;RAÇÃO MEGAZOO EXTRUSADA CALOPSITAS E PERIQUITOS PM13 900G;ATIVO;ALIMENTAÇÃO;MEGAZOO;Yasmin;Não;Não;Não;OK;46,02 ;88,99 ;64,35 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0,00%;0,0%;0 ;0 ;0 ;0 ;0%;Sem meta;0% a 10%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;99900%;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0;0;0;99900%;Estoque Zerado;Acima de 100%;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;1 ;0 ;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;0 ;13;0;0;;;0;0;;;0 ;29199 - RAÇÃO MEGAZOO EXTRUSADA CALOPSITAS E PERIQUITOS PM13 900G;                                                   0,01 ;                                                              -   ;                                                                  -   ;Zerado;Sem meta|Estoque Zerado;OK;Compras;0 ;0 ;0;2;75,00%;                                               -   ;                            -   ;                                         -   ;2;                                 -   ;                                    -   ; Não ;                                               1 ;                                               -   
